id,year,paper,question_no,question_text,word_limit,marks,topic_hint,source_url
5,2025,IEXP,5,"How China dealt with air pollution, lessons for India",,,air pollution;Express Explained;Express Premium,https://indianexpress.com/article/explained/explained-climate/how-china-dealt-with-air-pollution-lessons-for-india-10371573/
6,2025,IEXP,6,"Explained: Dizzying popularity of Spotify Wrapped, and why it has set off criticism",,,Express Explained;Spotify;Spotify Premium,https://indianexpress.com/article/explained/explained-culture/dizzying-popularity-of-spotify-wrapped-and-why-it-has-set-off-criticism-10401018/
8,2025,IEXP,8,"Weaker against dollar, euro, yen: Why the rupee’s fall is ‘real’ this time",,,Express Explained;Express Premium;rupee,https://indianexpress.com/article/explained/explained-economics/how-the-rupees-fall-is-real-this-time-10395078/
9,2025,IEXP,9,Labour codes: What changes for workers and employers,,,Express Explained;Express Premium,https://indianexpress.com/article/explained/explained-economics/labour-codes-what-changes-for-workers-and-employers-10382411/
10,2025,IEXP,10,Why the RBI MPC is likely to maintain status quo for a third consecutive time,,,Explained Economics;Express Explained;Inflation;monetary policy committee;Reserve Bank of India,https://indianexpress.com/article/explained/explained-economics/mpc-meeting-rbi-status-quo-forecast-impact-10394795/
11,2025,IEXP,11,"Putin’s N-power hard sell: SMRs, new-gen large nuke reactors, serial production in India",,,Explained Economics;Express Explained,https://indianexpress.com/article/explained/explained-economics/putins-n-power-hard-sell-smrs-india-10401462/
12,2025,IEXP,12,Rupee breaches the 90-mark: What’s driving the slide against the dollar,,,Explained Economics;Express Explained;Express Premium,https://indianexpress.com/article/explained/explained-economics/rupee-breaches-90-mark-whats-driving-slide10400171-10400171/
13,2025,IEXP,13,More talent for the market: Why SEBI has made it easier to become an advisor or analyst,,,Explained Economics;Express Explained,https://indianexpress.com/article/explained/explained-economics/sebi-advisor-analyst-10397673/
14,2025,IEXP,14,Stock market’s bull run: What could happen next in a rally led by heavyweights,,,Explained Economics;Express Explained,https://indianexpress.com/article/explained/explained-economics/stock-markets-bull-run-what-next-rally-heavyweights-10399524/
16,2025,IEXP,16,"Explained: Trump’s additional 25% tariff on India brings tariffs on India to 50%, highest tariffs worldwide",,,Explained Economics;Express Explained,https://indianexpress.com/article/explained/explained-economics/trump-additional-25-tariff-india-russian-oil-total-50-10173993/
17,2025,IEXP,17,How 27th Amendment cements Pakistan Army’s stranglehold over power,,,Explained Global;Express Explained,https://indianexpress.com/article/explained/explained-global/27th-amendment-pakistan-army-power-10366081/
19,2025,IEXP,19,China This Week | Roots of Japan-China tensions and row over Arunachal Pradesh woman’s detention,,,China;Explained Global;Express Explained,https://indianexpress.com/article/explained/explained-global/china-this-week-japan-row-trump-call-arunachal-pradesh-10394678/
20,2025,IEXP,20,"China This Week | Taiwan in focus, with row over Japan PM’s comments and sale of US weapons",,,China;Explained Global;Express Explained;Japan;Taiwan,https://indianexpress.com/article/explained/explained-global/china-this-week-taiwan-arms-sales-trump-china-vs-japan-10369522/
23,2025,IEXP,23,National security concerns & Trump’s immigration crackdown,,,donald trump,https://indianexpress.com/article/explained/explained-global/national-security-concerns-trumps-immigration-crackdown-10400984/
25,2025,IEXP,25,"Putin’s visit: The long arc of India’s ties with Russia, the road ahead",,,Express Explained;Express Premium;vladimir putin,https://indianexpress.com/article/explained/explained-global/putins-visit-the-long-arc-of-indias-ties-with-russia-the-road-ahead-10401010/
26,2025,IEXP,26,Trump hints at ending all migration from ‘Third World countries’ to US: All you need to know,,,Explained Global;Express Explained;US President Donald Trump,https://indianexpress.com/article/explained/explained-global/trump-hints-at-ending-all-migration-from-third-world-countries-to-us-all-you-need-to-know-10400403/
28,2025,IEXP,28,What would the United States’ HIRE Act mean for Indian workers if Congress passes it?,,,Explained Global;Express Explained,https://indianexpress.com/article/explained/explained-global/united-states-hire-act-indian-workers-10396172/
32,2025,IEXP,32,"Where Sanchar Saathi stands on user consent, constitutional test on privacy",,,Explained Law;Express Explained,https://indianexpress.com/article/explained/explained-law/where-sanchar-saathi-stands-on-user-consent-constitutional-test-on-privacy-10399165/
35,2025,IEXP,35,Why Cyclone Ditwah caused large-scale damage in Sri Lanka,,,Explained Sci-Tech;Express Explained,https://indianexpress.com/article/explained/explained-sci-tech/cyclone-ditwah-sri-lanka-10398601/
36,2025,IEXP,36,"What is Sanchar Saathi, the app govt has asked smartphone makers to preinstall on all phones",,,Explained Sci-Tech;Express Explained,https://indianexpress.com/article/explained/explained-sci-tech/govt-smartphone-preinstall-sanchar-saathi-what-is-it-10396227/
41,2025,IEXP,41,How the global railway network could back the UN’s sustainable transportation push,,,Express Explained,https://indianexpress.com/article/explained/global-railway-network-un-sustainable-transportation-10397906/
42,2025,IEXP,42,"Surge in GPS jamming and spoofing incidents: How aviation sector is responding to this clear, growing threat",,,aviation;Express Explained,https://indianexpress.com/article/explained/gps-jamming-spoofing-aviation-10399596/
45,2025,IEXP,45,"Nowgam police station blast: What is the SOP for transporting, storing explosives? Experts explain",,,Express Explained;Express Premium,https://indianexpress.com/article/explained/nowgam-police-station-blast-sop-transporting-storing-explosives-10370566/
46,2025,IEXP,46,How show of strength for backward groups offers glimpse into Siddaramaiah-Shivakumar power tussle,,,D K Shivakumar;Express Explained;Karnataka;Siddaramaiah,https://indianexpress.com/article/explained/obc-event-offers-window-into-karnataka-leadership-tussle-10401041/
47,2025,IEXP,47,"Red Fort blast | Former NSG DG explains how IEDs are made, and when they can go off",,,Express Explained;IED;terror,https://indianexpress.com/article/explained/red-fort-blast-ied-nsg-10367327/
49,2025,IEXP,49,Tejas crash: Need for & risks in high-performance  air manoeuvres,,,Dubai;Express Premium,https://indianexpress.com/article/explained/tejas-crash-need-for-risks-in-high-performance-air-manoeuvres-10386103/
50,2025,IEXP,50,"User fee concerns surge at Delhi, Mumbai airports, and the TDSAT order behind it",,,airport;Express Explained,https://indianexpress.com/article/explained/user-fee-delhi-mumbai-airports-tdsat-10397666/
51,2025,IEXP,51,Why UP Gangsters Act was enacted and what led to courts flagging its misuse,,,Express Explained;UP,https://indianexpress.com/article/explained/why-up-gangsters-act-enacted-and-what-led-courts-flagging-misuse-10399245/
52,2025,IEXP,52,"Explained: The problem behind the mass A320 recall by Airbus, its fix, impact on airline operations",,,Airbus;Express Explained,https://indianexpress.com/article/explained/airbus-a320-recall-fix-impact-10393024/
53,2025,IEXP,53,Trump says he will revoke Biden’s executive orders signed by using autopen: Everything you need to know,,,donald trump;Joe Biden,https://indianexpress.com/article/explained/autopen-trump-biden-10392703/
54,2025,IEXP,54,Africa’s forests transformed from carbon sink to carbon source: Why does it matter?,,,Explained Climate;Express Explained,https://indianexpress.com/article/explained/explained-climate/africa-forests-carbon-source-10393218/
55,2025,IEXP,55,‘C-grade’ for India’s national account statistics: IMF evaluation shows India’s new GDP series can’t come fast enough,,,Explained Economics;Express Explained;Express Premium,https://indianexpress.com/article/explained/explained-economics/c-grade-imf-valuation-india-national-account-statistics-10392483/
56,2025,IEXP,56,"Amid China’s chokehold, how India’s Rs 7,280-crore rare earth magnets push seeks some wriggle room",,,Explained Economics;Express Explained;Express Premium;Rare Earths,https://indianexpress.com/article/explained/explained-economics/china-chokehold-india-rs-7280-crore-rare-earth-magnets-push-10394389/
57,2025,IEXP,57,Seven corridors handle 41% of India’s rail traffic: How Railways plans to expand them,,,Express Explained,https://indianexpress.com/article/explained/explained-economics/india-rail-traffic-high-density-network-indian-railways-10394087/
58,2025,IEXP,58,"Why Netanyahu wants presidential pardon for graft charges he denied, and what happens now",,,Explained Global;Express Explained,https://indianexpress.com/article/explained/explained-global/netanyahu-president-pardon-cases-against-him-what-next-10394760/
59,2025,IEXP,59,How SC brought down curtains on Sterling Group bank fraud case,,,supreme court,https://indianexpress.com/article/explained/explained-law/how-sc-brought-down-curtains-on-sterling-group-bank-fraud-case-10393207/
60,2025,IEXP,60,Why a new govt directive means your WhatsApp Web could soon log you out every 6 hours,,,Explained Sci-Tech;Express Explained;Whatsapp,https://indianexpress.com/article/explained/explained-sci-tech/whatsapp-web-automatic-log-out-six-hourse-reason-10394142/
61,2025,IEXP,61,Why is Iran boycotting the 2026 FIFA World Cup draw in the United States next week?,,,Explained Sport;Express Explained,https://indianexpress.com/article/explained/explained-sports/iran-2026-fifa-world-cup-draw-10393501/
62,2025,IEXP,62,"Higher penalty, regulating quality for sale and import – What the new Seeds Bill proposes",,,Express Explained,https://indianexpress.com/article/explained/higher-penalty-regulating-quality-for-sale-and-import-what-the-new-seeds-bill-proposes-10393339/
63,2025,IEXP,63,The ubiquitous YKK Zipper will change for the first time in 100 years. Here is what to know,,,Express Explained,https://indianexpress.com/article/explained/ykk-zipper-change-100-years-10393157/
64,2025,IEXP,64,Explained: Inside the Punjab protests against Centre’s new power law,,,Electricity (Amendment) Bill;Express Explained,https://indianexpress.com/article/explained/everyday-explainers/inside-punjab-protests-against-centres-new-power-law-concerns-about-cherry-picking-consumers-eroding-subsidies-10389175/
65,2025,IEXP,65,"Sensex’s 1000-point rally: How it reached all-time high, and why it’s set for a bull run",,,Bombay Stock Exchange (BSE);BSE Sensex;Everyday Explainers;Express Explained;Indian stock market,https://indianexpress.com/article/explained/everyday-explainers/sensexs-1000-point-rally-how-it-happened-and-why-its-all-set-for-a-bull-run-10387453/
66,2025,IEXP,66,"How the rise of AI songs, including on music charts, is creating a sense of unease",,,artificial intelligence;Explained Culture;Express Explained,https://indianexpress.com/article/explained/explained-culture/ai-music-unease-impact-artists-charts-10390911/
67,2025,IEXP,67,GDP: New labour codes and opportunity for India’s weakest states,,,Explained Economics;Express Explained,https://indianexpress.com/article/explained/explained-economics/labour-codes-india-weakest-states-10391054/
68,2025,IEXP,68,Rupee rebounds from historic lows: What is supporting the currency?,,,Explained Economics;Express Explained,https://indianexpress.com/article/explained/explained-economics/rupee-rebound-historic-low-10385633/
69,2025,IEXP,69,"The 14-month tortuous journey for Sensex from 85,000 to 86,000, how it played out",,,Explained Economics;Express Explained,https://indianexpress.com/article/explained/explained-economics/sensex-journey-86000-how-played-out-10389096/
70,2025,IEXP,70,Sensex and Nifty are touching record highs. Why is your MF portfolio not mirroring that rise?,,,Explained Economics;Express Explained;Express Premium;mutual fund;Sensex,https://indianexpress.com/article/explained/explained-economics/sensex-nifty-record-highs-impact-mutual-funds-10391053/
71,2025,IEXP,71,"Explained: Amid deadly Hong Kong fire incident, the role of bamboo scaffolding",,,Bamboo;Explained Global;Express Explained;Hong Kong,https://indianexpress.com/article/explained/explained-global/hong-kong-fire-incident-reason-factors-bamboo-10389553/
72,2025,IEXP,72,Italy becomes latest nation to legally recognise ‘femicide’: What it means,,,crimes against women;Explained Global;Express Explained;Italy,https://indianexpress.com/article/explained/explained-global/italy-latest-nation-recognise-femicide-law-women-10391545/
73,2025,IEXP,73,Why UK is considering abolishing jury trials – a system India has long since abandoned,,,Government Of United Kingdom,https://indianexpress.com/article/explained/explained-global/why-uk-is-considering-abolishing-jury-trials-a-system-india-has-long-since-abandoned-10387664/
74,2025,IEXP,74,From golf cars to 3D exhibits – how govt plans to prep Chhattisgarh’s 5th Century Sirpur archaeological site for UNESCO tag,,,Chhattisgarh;Express Explained;Express Premium;UNESCO,https://indianexpress.com/article/explained/explained-history/how-govt-plans-to-prep-chhattisgarhs-sirpur-site-for-unesco-tag-10387118/
75,2025,IEXP,75,"Samvidhan Divas: The 2 major successes, regrets President Rajendra Prasad talked of the day Constitution was adopted",,,Constitution of India;Express Explained,https://indianexpress.com/article/explained/explained-politics/samvidhan-divas-president-rajendra-prasad-speech-constitution-day-10387212/
76,2025,IEXP,76,"Grey seal milk is more complex than breast milk, new study reveals: Why is this significant?",,,Explained Sci-Tech;Express Explained,https://indianexpress.com/article/explained/explained-sci-tech/grey-seal-milk-10387884/
77,2025,IEXP,77,"Hayli Gubbi eruption: Why some volcanoes spew gas & ash, others lava",,,Explained Sci-Tech;Express Explained;volcanic eruption,https://indianexpress.com/article/explained/explained-sci-tech/hayli-gubbi-10387143/
78,2025,IEXP,78,"The human brain ages in five ‘epochs’ or eras, a new study shows",,,Explained Sci-Tech;Express Explained,https://indianexpress.com/article/explained/explained-sci-tech/human-brain-age-new-study-10387886/
79,2025,IEXP,79,Nvidia says it’s ‘a generation ahead’ amid early signs of AI chip rivalry with Google. How this could unfold,,,Explained Sci-Tech;Express Explained;Express Premium,https://indianexpress.com/article/explained/explained-sci-tech/nvidia-ai-chip-google-10387194/
80,2025,IEXP,80,"Study detects uranium in breast milk: Its findings, why experts have questioned its validity",,,Explained Sci-Tech;Express Explained,https://indianexpress.com/article/explained/explained-sci-tech/study-uranium-breast-milk-findings-experts-validity-10385428/
81,2025,IEXP,81,Could IIT Bombay be renamed IIT Mumbai? Here’s what the debate is about,,,Bombay;Express Explained;Mumbai,https://indianexpress.com/article/explained/iit-bombay-rename-mumbai-debate-10389586/
82,2025,IEXP,82,Strategic significance of INS Mahe and why Navy is inducting 16 such ships,,,Express Explained;Express Premium,https://indianexpress.com/article/explained/strategic-significance-of-ins-mahe-and-why-navy-is-inducting-16-such-ships-10387685/
83,2025,IEXP,83,Why northern cities are more polluted than southern and western cities in India,,,Express Explained,https://indianexpress.com/article/explained/urban-indian-city-safe-air-quality-10391338/
84,2025,IEXP,84,"Explained: The Indian Statistical Institute Bill 2025, and why it had led to protests",,,Express Explained;Indian Statistical Institute,https://indianexpress.com/article/explained/what-is-the-indian-statistical-institute-bill-2025-and-why-there-are-protests-against-it-10391211/
85,2025,IEXP,85,What will it mean for Chandigarh if it is brought under Article 240?,,,Express Explained;Express Premium,https://indianexpress.com/article/explained/chandigarh-article-240-10382099/
86,2025,IEXP,86,"What is the Centre’s Higher Education Commission of India Bill 2025, to be tabled in Winter Session",,,Express Explained,https://indianexpress.com/article/explained/everyday-explainers/what-is-the-centres-higher-education-commission-of-india-bill-2025-10382060/
87,2025,IEXP,87,Bharat NCAP 2.0: How the new rules could impact vehicle and pedestrian safety,,,Explained Economics;Express Explained,https://indianexpress.com/article/explained/explained-economics/bharat-ncap-2-0-new-rules-could-change-vehicle-pedestrian-safety-10381515/
88,2025,IEXP,88,"After cash, why Bihar’s women need long-term plan from Nitish Kumar",,,Bihar;Explained Economics;Express Explained;Express Premium,https://indianexpress.com/article/explained/explained-economics/bihar-women-cash-long-term-plan-nitish-10383064/
89,2025,IEXP,89,"Delhi chokes, but 15 of 35 power units in 300 km radius don’t treat sulphur dioxide",,,Express Explained,https://indianexpress.com/article/explained/explained-economics/delhi-16-power-units-capital-so2-controls-10380221/
90,2025,IEXP,90,"GDP: As the US boycotts G20, what lies ahead for the international forum?",,,Explained Economics;Express Explained,https://indianexpress.com/article/explained/explained-economics/gdp-us-boycotts-10378293/
91,2025,IEXP,91,"New Labour Codes: Missing piece in manufacturing, execution needs political hardsell",,,Express Premium;manufacturing sector;manufacturing sector growth,https://indianexpress.com/article/explained/explained-economics/missing-piece-in-manufacturing-execution-needs-political-hardsell-10379174/
92,2025,IEXP,92,3 reasons why Trump’s latest Russia-Ukraine peace deal favours Moscow,,,Explained Global;Express Explained;Russia;Russia Ukraine;Ukraine;US President Donald Trump,https://indianexpress.com/article/explained/explained-global/3-reasons-why-trumps-latest-russia-ukraine-peace-deal-favours-moscow-10380243/
93,2025,IEXP,93,"Africa, climate, debt sustainability, UNSC reform: 10 key takeaways from the G20 leaders’ declaration",,,Explained Global;Express Explained;G20;G20 Summit,https://indianexpress.com/article/explained/explained-global/africa-climate-debt-sustainability-unsc-reform-10-key-takeaways-from-the-g20-leaders-declaration-10383583/
94,2025,IEXP,94,"Behind Trump’s call to ‘execute’ Democrat lawmakers, concerns about illegal military action",,,Explained Global;Express Explained,https://indianexpress.com/article/explained/explained-global/behind-trumps-call-to-execute-democrat-lawmakers-concerns-about-illegal-military-action-10380009/
95,2025,IEXP,95,"Explained: Once ‘chainsaw of bureaucracy’, DOGE shut down months before mandate set to end",,,Explained Global;Express Explained,https://indianexpress.com/article/explained/explained-global/chainsaw-bureaucracy-doge-shut-down-early-10383440/
96,2025,IEXP,96,"Epstein Files may not become public yet, despite Trump signing their release into law. Here’s how",,,Explained Global;Express Explained,https://indianexpress.com/article/explained/explained-global/epstein-files-potential-release-timeline-10380559/
97,2025,IEXP,97,Explained: How Marjorie Taylor Greene has received a rough education in MAGA Politics,,,Explained Global;Express Explained,https://indianexpress.com/article/explained/explained-global/marjorie-taylor-greene-rough-education-maga-politics-10381674/
98,2025,IEXP,98,"With Hasina sentenced to death, what next for Bangladesh",,,Awami League Bangladesh;Bangladesh;Sheikh Hasina,https://indianexpress.com/article/explained/explained-global/with-hasina-sentenced-to-death-what-next-for-bangladesh-10379004/
99,2025,IEXP,99,How India’s juvenile justice system is failing its children,,,justice juvenile system,https://indianexpress.com/article/explained/explained-law/how-indias-juvenile-justice-system-is-failing-its-children-10381687/
100,2025,IEXP,100,"Constitution (131st Amendment) Bill 2025 row: Chandigarh’s unique status, and why Punjab opposes proposed change, in 3 points",,,Explained Politics;Express Explained,https://indianexpress.com/article/explained/explained-politics/constitution-131-amendment-bill-2025-row-chandigarh-punjab-status-10381863/
101,2025,IEXP,101,From gene modification to genome editing – India’s journey,,,Express Explained;gene editing,https://indianexpress.com/article/explained/explained-sci-tech/from-gene-modification-to-genome-editing-indias-journey-10382129/
102,2025,IEXP,102,Moss spores survive months in space: Why is this significant?,,,Explained Sci-Tech;Express Explained,https://indianexpress.com/article/explained/explained-sci-tech/moss-spores-space-10381796/
103,2025,IEXP,103,Why do pigeons have a good sense of direction?,,,Explained Sci-Tech;Express Explained,https://indianexpress.com/article/explained/explained-sci-tech/pigeons-sense-of-direction-10383601/
104,2025,IEXP,104,Why Saturn’s rings will appear to have vanished this Sunday,,,Explained Sci-Tech;Express Explained,https://indianexpress.com/article/explained/explained-sci-tech/saturn-rings-vanish-10381642/
105,2025,IEXP,105,"Turkish football’s darkest hour: 1,000 players and 149 referees face betting allegations",,,Turkey,https://indianexpress.com/article/explained/explained-sports/1000-turkish-football-players-and-149-referees-face-betting-allegations-10378838/
106,2025,IEXP,106,How Delhi’s air quality monitors work — and why their readings can falter,,,Delhi Pollution;Express Explained;Express Premium,https://indianexpress.com/article/explained/how-delhis-air-quality-monitors-work-and-why-their-readings-can-falter-10383472/
107,2025,IEXP,107,Tejas crash | Long journey that is yet to deliver: Why questions remain about indigenous fighter,,,Express Explained;Light Combat Aircraft Tejas;Tejas,https://indianexpress.com/article/explained/tejas-crash-lca-iaf-fighter-10378729/
108,2025,IEXP,108,"Timely wages, higher basic pay, health checkup: what new labour codes mean for workers & employers, in 12 points",,,Express Explained;India labour laws,https://indianexpress.com/article/explained/timely-wages-higher-basic-pay-health-checkup-what-new-labour-codes-mean-for-workers-employers-10380410/
