id,year,paper,question_no,question_text,word_limit,marks,topic_hint,source_url
29,2025,Indian Express - Lifestyle,29,Cristiano Ronaldo’s most expensive purchase yet is…,,,cristiano ronaldo;Ronaldo,https://indianexpress.com/article/lifestyle/cristiano-ronaldo-most-expensive-purchase-a-75-million-dollar-private-jet-10365281/
30,2025,Indian Express - Lifestyle,30,Escape the pollution by travelling to these 5 cities with AQI under 30,,,AQI,https://indianexpress.com/article/lifestyle/destination-of-the-week/escape-the-pollution-by-travelling-to-these-5-cities-with-aqi-under-30-10382002/
31,2025,Indian Express - Lifestyle,31,New Bharat Gaurav trains to roll out in 2026: Here’s the complete list of places they will cover in Gujarat and Rajasthan,,,trains,https://indianexpress.com/article/lifestyle/destination-of-the-week/new-bharat-gaurav-trains-semi-luxury-irctc-january-2026-launch-gujarat-rajasthan-circuit-destinations-ticket-package-details-10394016/
32,2025,Indian Express - Lifestyle,32,Samantha Ruth Prabhu stuns as a red bride in traditional jewellery as she ties the knot with Raj Nidimoru,,,Raj Nidimoru;Samantha Prabhu;Samantha Ruth Prabhu,https://indianexpress.com/article/lifestyle/fashion/samantha-ruth-prabhu-raj-nidimoru-wedding-intimate-wedding-10395698/
33,2025,Indian Express - Lifestyle,33,Sonam Kapoor sets serious ‘shaadi season’ goals with 3 wedding-friendly looks,,,Bollywood fashion;Indian wedding;sonam kapoor;What The Wedding,https://indianexpress.com/article/lifestyle/fashion/sonam-kapoor-shaadi-season-goals-with-3-wedding-friendly-looks-10383349/
34,2025,Indian Express - Lifestyle,34,‘Love is difficult’: Manoj Bajpayee shares relationship advice based on 15 years of marriage,,,love marriage;relationship,https://indianexpress.com/article/lifestyle/feelings/the-family-man-manoj-bajpayee-relationship-advice-newly-weds-marriage-10384598/
35,2025,Indian Express - Lifestyle,35,"Why I deleted photographs of my exes, and why you should too",,,dating;Feelings;photographs;relationship,https://indianexpress.com/article/lifestyle/feelings/why-i-deleted-photographs-of-my-exes-and-why-you-should-too-10394151/
36,2025,Indian Express - Lifestyle,36,"A single 1-hour walk, stroll for 30-minutes, or two 15-minute walks in a day: Which works better?",,,exercises;health benefits;health risk;sedentary lifestyle;walking,https://indianexpress.com/article/lifestyle/fitness/single-60-minute-shorter-30-minute-two-15-minute-walking-fitness-benefits-experts-10384948/
37,2025,Indian Express - Lifestyle,37,‘Note to self…discipline will set you free’: Susanne Khan nails box jump exercise after 4 months,,,celebrity fitness;Fitness;Sussanne Khan,https://indianexpress.com/article/lifestyle/fitness/susanne-khan-nails-box-jump-exercise-after-4-months-10353031/
38,2025,Indian Express - Lifestyle,38,Gastroenterologist recommends 3 gut-friendly cheese options,,,cheese;Gut Health,https://indianexpress.com/article/lifestyle/food-wine/gastro-cheese-support-gut-health-10240934/
39,2025,Indian Express - Lifestyle,39,"All that Man vs Wild star Bear Grylls eats in a day: ‘I like to keep it simple, natural, and farmer-led’",,,eating;Man Vs Wild,https://indianexpress.com/article/lifestyle/food-wine/heres-everything-man-vs-wild-star-bear-grylls-eats-in-a-day-10368615/
40,2025,Indian Express - Lifestyle,40,"Low iron levels don’t always require supplements, say experts: ‘Simply adding more…’",,,Gut Health;health risk;vegetables,https://indianexpress.com/article/lifestyle/food-wine/low-iron-does-not-mean-more-iron-diet-supplements-experts-10389481/
41,2025,Indian Express - Lifestyle,41,"Raghav Chadha recalls his first meeting with Parineeti Chopra’s parents in Ambala: ‘Supposed to be 30-40 minutes, ended up…’",,,Ambala;Anxiety;meeting;parents;Parineeti Chopra;Raghav Chadha,https://indianexpress.com/article/lifestyle/food-wine/raghav-chadha-first-meeting-parineeti-chopra-parents-ambala-30-40-minutes-four-hours-expert-10384613/
42,2025,Indian Express - Lifestyle,42,This is what happens when you ‘chew’ water,,,drinking water;Gut Health;health benefits,https://indianexpress.com/article/lifestyle/food-wine/what-is-chewing-water-digestion-gut-health-risks-experts-10372333/
43,2025,Indian Express - Lifestyle,43,‘I begged them to save me’: Anupam Kher recalls his frightening marijuana and bhaang experience; how it disrupts perception and triggers fear in users,,,Anupam Kher;marijuana,https://indianexpress.com/article/lifestyle/health/anupam-kher-frightening-marijuana-experience-triggers-fear-10395747/
44,2025,Indian Express - Lifestyle,44,First human bird-flu death from H5N5 – what you need to know,,,bird flu;disease;physical health;vaccine,https://indianexpress.com/article/lifestyle/health/first-human-bird-flu-death-from-h5n5-what-you-need-to-know-10394030/
45,2025,Indian Express - Lifestyle,45,"As cancer survivor Sonali Bendre vouches for ‘autophagy for healing,’ experts say it ‘definitely exists’ but its role is ‘complicated’: ‘Not a cure switch we can turn on’",,,,https://indianexpress.com/article/lifestyle/health/sonali-bendre-autophagy-for-healing-cancer-patients-doctors-say-not-cure-10392552/
46,2025,Indian Express - Lifestyle,46,"‘South Indians, listen’: Doctor explains why diabetes risk is higher in the South, and the small diet fixes that can help",,,A post shared by Dr Swathi R Bhat (@doc_next_dooor),https://indianexpress.com/article/lifestyle/health/south-indians-listen-doctor-explains-why-diabetes-risk-is-higher-in-the-south-and-the-small-diet-fixes-that-can-help-10385010/
47,2025,Indian Express - Lifestyle,47,Tripti Dimri’s cheat meal includes these two Chinese fast food items. Can you guess?,,,A post shared by The Ranveer Show (@theranveershowpodcast),https://indianexpress.com/article/lifestyle/health/tripti-dimris-cheat-meal-includes-these-two-chinese-fast-food-items-can-you-guess-10374318/
48,2025,Indian Express - Lifestyle,48,What happens to the body when you have bread-omelette combo daily for breakfast?,,,bread;breakfast,https://indianexpress.com/article/lifestyle/health/what-happens-to-the-body-when-you-have-bread-omelette-combo-daily-for-breakfast-10375025/
49,2025,Indian Express - Lifestyle,49,‘Why can’t I differentiate between the end of one step and the start of other when going down a staircase?’,,,eyes,https://indianexpress.com/article/lifestyle/health/why-cant-i-differentiate-between-the-end-of-one-step-and-the-start-of-other-when-going-down-a-staircase-10390038/
50,2025,Indian Express - Lifestyle,50,Here’s why dermatologists urge you to stay away from hair growth gummies,,,hair care;hair tips,https://indianexpress.com/article/lifestyle/heres-why-dermatologists-urge-you-to-stay-away-from-hair-growth-gummies-10351714/
51,2025,Indian Express - Lifestyle,51,"‘Love my parathas, I’m a proper Punjabi kudi’: Kareena Kapoor on embracing her body before the pressure to look glamorous took over",,,A post shared by Pinkvilla (@pinkvilla),https://indianexpress.com/article/lifestyle/kareena-kapoor-khan-embracing-body-pressure-self-acceptance-10357093/
52,2025,Indian Express - Lifestyle,52,9 of the deadliest insects in the world,,,animals;insects,https://indianexpress.com/article/lifestyle/pets-animals/9-of-the-deadliest-insects-in-the-world-10134472/
53,2025,Indian Express - Lifestyle,53,Six rare purple birds found in India,,,birds,https://indianexpress.com/article/lifestyle/pets-animals/six-rare-purple-birds-found-in-india-10380555/
54,2025,Indian Express - Lifestyle,54,Breast Health: A conversation we need to have,,,,https://indianexpress.com/article/lifestyle/breast-health-a-conversation-we-need-to-have-10392836/
55,2025,Indian Express - Lifestyle,55,From Landour to Pushkar: 8 scenic winter road trips in India for solo travellers,,,Indian travellers;solo,https://indianexpress.com/article/lifestyle/destination-of-the-week/8-winter-road-trips-in-india-for-solo-travellers-10383582/
56,2025,Indian Express - Lifestyle,56,Inside the world’s tallest hotel — Ciel Dubai Marina — now open in Dubai,,,Dubai;hotel,https://indianexpress.com/article/lifestyle/destination-of-the-week/inside-the-worlds-tallest-hotel-ciel-dubai-marina-now-open-in-dubai-10373863/
57,2025,Indian Express - Lifestyle,57,White water rafting in Western Ghats to skiing in Auli: 5 places in India perfect for winter sports,,,Delhi winters;Jammu and Kashmir,https://indianexpress.com/article/lifestyle/destination-of-the-week/places-in-india-perfect-for-winter-adventure-10383125/
58,2025,Indian Express - Lifestyle,58,Delhi High Court recognises Hermès and its iconic Birkin bag’s 3D shape as ‘well-known trademarks’; but what does it actually mean?,,,bag;Hermes,https://indianexpress.com/article/lifestyle/fashion/delhi-high-court-hermes-birkin-bags-3d-shape-well-known-trademarks-10390765/
59,2025,Indian Express - Lifestyle,59,Sima Taparia reasons why marriage is necessary: ‘Companionship is very important after 40s and 50s’,,,Feelings;Indian marriage,https://indianexpress.com/article/lifestyle/feelings/indian-matchmaking-star-sima-taparia-tells-ranveer-allahabadia-marriage-10377828/
60,2025,Indian Express - Lifestyle,60,‘Sab soch rahe the I am carrying a coffin’: Sushma Seth recalls taking tanpura to America; psychologist on awkwardness people feel while carrying noticeable luggage,,,A post shared by Soul Safar aur Ehsas (@soulsafaraurehsas),https://indianexpress.com/article/lifestyle/feelings/sab-soch-rahe-the-i-am-carrying-a-coffin-sushma-seth-recalls-taking-tanpura-to-america-psychologist-on-awkwardness-people-feel-while-carrying-noticeable-luggage-10373151/
61,2025,Indian Express - Lifestyle,61,Fitness coach says this one mistake in-between sets is stopping you from getting maximum results in the gym,,,Fitness;physical fitness,https://indianexpress.com/article/lifestyle/fitness/mistake-working-out-fitness-maximum-results-gym-10383112/
62,2025,Indian Express - Lifestyle,62,Gastroenterologist lists 5 signs your body needs more nutrition: ‘Clicking sounds at the joints could…’,,,blood clots;health risk;iron deficiency;vitamin C;Vitamin D deficiency,https://indianexpress.com/article/lifestyle/food-wine/gastroenterologist-5-signs-body-more-nutrition-benefits-expert-10361352/
63,2025,Indian Express - Lifestyle,63,Kareena Kapoor recalls how aunt Neetu tried to make her eat healthy during pregnancy: ‘Kitna khaa rahi hai’; what mothers-to-be must keep in mind,,,eating habits;Kareena Kapoor Khan;Neetu Kapoor;pregnancy,https://indianexpress.com/article/lifestyle/food-wine/kareena-kapoor-neetu-kapoor-eat-healthy-control-pregnancy-nutrition-bake-dish-expert-10384674/
64,2025,Indian Express - Lifestyle,64,"When Priyanka Chopra proved she is still a desi girl at heart, revealed a ‘middle-class habit’ she can’t get rid of",,,Gut Health;pickle;pickles;Priyanka Chopra,https://indianexpress.com/article/lifestyle/food-wine/priyanka-chopra-reveals-middle-class-habit-achaar-10373864/
65,2025,Indian Express - Lifestyle,65,"A Syrian connection, made in Mughal, Nawabi kitchens and homes: Shami kebab is a treat for the senses",,,A post shared by Dadi Cooks (@dadi_cooks.ae),https://indianexpress.com/article/lifestyle/food-wine/syrian-connection-made-in-mughal-nawabi-kitchens-shami-kebab-treat-for-senses-10386877/
66,2025,Indian Express - Lifestyle,66,"This is what happens when you have ghee mixed with warm water, turmeric, and pepper powder for 30 days",,,drinking water;Ghee;turmeric,https://indianexpress.com/article/lifestyle/food-wine/what-happens-ghee-water-turmeric-pepper-powder-30-days-expert-10379962/
67,2025,Indian Express - Lifestyle,67,"Farah Khan reveals it took her 7 years to lose weight after delivering triplets, underwent ‘tummy tuck surgery’: ‘It was horrible’",,,childbirth;farah khan;IVF;soha ali khan;surgery;weight loss,https://indianexpress.com/article/lifestyle/health/farah-khan-reveals-postpartum-weight-loss-tummy-tuck-surgery-expert-10382781/
68,2025,Indian Express - Lifestyle,68,Strengthen your lungs with these pollution-fighting fruits and vegetables,,,air pollution;balanced diet;diet;fibre rich diet;indoor air pollution,https://indianexpress.com/article/lifestyle/health/lungs-this-winter-pollution-fighting-fruits-and-vegetables-10368624/
69,2025,Indian Express - Lifestyle,69,‘I was like a vegetable; didn’t know when I was going to walk’: Rakul Preet Singh recalls ordeal while shooting De De Pyaar De 2 with severe back injury,,,back;back pain;Rakul Preet;Rakul Preet Singh,https://indianexpress.com/article/lifestyle/health/rakul-preet-recalls-back-injury-while-shooting-de-de-pyaar-de-2-10378282/
70,2025,Indian Express - Lifestyle,70,Sharvari shares 4 wellness habits she swears by: ‘Actually helped me feel steady through the chaos’,,,Wellness,https://indianexpress.com/article/lifestyle/health/sharvari-swears-by-these-4-wellness-habits-10381823/
71,2025,Indian Express - Lifestyle,71,Doctor diagnoses cause of patient’s chronic pain to be a 10-year-old tick bite: ‘More antibiotics don’t help’,,,"A post shared by Kunal Sood, MD (@doctorsoood)",https://indianexpress.com/article/lifestyle/health/tick-bite-joint-pain-lyme-disease-10-years-ago-antibiotics-expert-10387615/
72,2025,Indian Express - Lifestyle,72,Why you should avoid keeping air recirculation switched on for long when driving,,,car,https://indianexpress.com/article/lifestyle/health/what-happens-when-you-keep-air-recirculation-switched-on-for-long-in-car-10387835/
73,2025,Indian Express - Lifestyle,73,Let’s Make Breast Health a Living Room Conversation,,,,https://indianexpress.com/article/lifestyle/lets-make-breast-health-a-living-room-conversation-10392915/
74,2025,Indian Express - Lifestyle,74,"Dr Madhu Chopra is not a fan of applying sunscreen indoors, encourages all to embrace ‘gentle rays of the early morning and late evening’",,,Madhu Chopra;skincare;sunscreen,https://indianexpress.com/article/lifestyle/madhu-chopra-applying-sunscreen-indoors-10384602/
75,2025,Indian Express - Lifestyle,75,Could raccoons be America’s next favourite pet?,,,America;pets,https://indianexpress.com/article/lifestyle/pets-animals/could-raccoons-be-americas-next-favourite-pet-10381767/
76,2025,Indian Express - Lifestyle,76,"Tortoise Gramma, who lived for 141 years, dies; here’s the secret behind her exceptional lifespan",,,A post shared by BARRIO (@torontolatinos),https://indianexpress.com/article/lifestyle/pets-animals/tortoise-gramma-who-lived-for-141-years-dies-heres-the-secret-behind-her-exceptional-lifespan-10389004/
77,2025,Indian Express - Lifestyle,77,‘This was the desk John Kennedy had’: Here’s a peek into the Oval Office at the White House,,,The White House,https://indianexpress.com/article/lifestyle/this-was-the-desk-john-kennedy-had-heres-a-peek-into-the-oval-office-at-the-white-house-10090674/
78,2025,Indian Express - Lifestyle,78,"When Kajol expressed her thoughts on infidelity, setting ‘priorities right’ in marriage with Ajay Devgn: ‘Taali dono haathon se bajti hai’; expert lists signs to watch out for",,,Ajay Devgn;Indian marriage;Kajol,https://indianexpress.com/article/lifestyle/when-kajol-infidelity-priorities-marriage-ajay-devgn-relationships-expert-10379987/
79,2025,Indian Express - Lifestyle,79,"All about Dras, the hamlet in Ladakh that freezes like the North Pole in winters",,,Ladakh,https://indianexpress.com/article/lifestyle/destination-of-the-week/all-about-dras-the-hamlet-in-ladakh-that-freezes-like-the-north-pole-in-winters-10374640/
80,2025,Indian Express - Lifestyle,80,Mulki to Varkala: Top 5 surf towns in South India for beginners,,,surfing,https://indianexpress.com/article/lifestyle/destination-of-the-week/mulki-to-varkala-top-5-surf-towns-in-south-india-for-beginners-10380623/
81,2025,Indian Express - Lifestyle,81,Everything you need to know about FOFO (and why it could be dangerous),,,Anxiety;disease,https://indianexpress.com/article/lifestyle/everything-you-need-to-know-about-fofo-and-why-it-could-be-dangerous-10375078/
82,2025,Indian Express - Lifestyle,82,‘Women need more sleep than men’: Soha Ali Khan on communicating her sleep needs to her husband and daughter; how couples can balance different sleep rhythms,,,A post shared by Tweak India (@tweakindia),https://indianexpress.com/article/lifestyle/feelings/soha-ali-khan-sleep-husband-daughter-couples-balance-different-rhythms-10383114/
83,2025,Indian Express - Lifestyle,83,‘Aap jo bhi karein…’: Tamannaah Bhatia on how shame and guilt are used as tools of control; ways to recognise the signs,,,guilty;Shame;Tamannaah Bhatia,https://indianexpress.com/article/lifestyle/feelings/tamannaah-bhatia-shame-guilt-used-tools-control-recognise-signs-10225750/
84,2025,Indian Express - Lifestyle,84,Why the 12-3-30 workout is more than just a weight-loss trend,,,Anxiety;Fitness;mental health;physical fitness;stress;workout;workouts,https://indianexpress.com/article/lifestyle/fitness/12-3-30-workout-weight-loss-mental-health-endurance-experts-10093681/
85,2025,Indian Express - Lifestyle,85,Samantha Ruth Prabhu shows off her strong back built with ‘intense intense’ effort: ‘Genuinely thought it just wasn’t in my genes’,,,A post shared by Samantha (@samantharuthprabhuoffl),https://indianexpress.com/article/lifestyle/fitness/samantha-ruth-prabhu-fitness-sculpted-back-intense-genes-expert-10379803/
86,2025,Indian Express - Lifestyle,86,Aadar Jain calls ‘Neetu maami’ the healthiest Kapoor: ‘Even at Christmas brunch…’,,,Aadar Jain;Christmas day;diet;Eat healthy;healthy;kapoors;Neetu Kapoor,https://indianexpress.com/article/lifestyle/food-wine/aadar-jain-neetu-maami-healthiest-kapoor-christmas-brunch-healthy-sustinable-habits-expert-10382717/
87,2025,Indian Express - Lifestyle,87,What are those black streaks and marks on your onions?,,,Antioxidants;health risk;onion;onions,https://indianexpress.com/article/lifestyle/food-wine/black-streaks-spots-onions-harmful-risks-experts-10174950/
88,2025,Indian Express - Lifestyle,88,Here’s how many eggs you can have in a day if you are overweight and have high cholesterol,,,bad cholesterol;cholesterol;diet;egg;eggs;health risk;High cholesterol;inflammation;weight loss,https://indianexpress.com/article/lifestyle/food-wine/eggs-day-overweight-struggling-high-cholesterol-experts-10336174/
89,2025,Indian Express - Lifestyle,89,"When should you have your coffee — between 6.30-8 am or 9-11 am — for better focus, staying alert?",,,Coffee;cup of coffee;health benefits,https://indianexpress.com/article/lifestyle/food-wine/when-to-have-coffee-6-30-8-am-or-9-11-am-better-focus-mind-benefits-alertness-expert-10376439/
90,2025,Indian Express - Lifestyle,90,Why Surbhi Jyoti’s rant about not being offered evening tea resonates with so many of us: ‘I realised it was 7 pm’,,,Chai and Why;Comfort food;Know Your Body;Surbhi Jyoti,https://indianexpress.com/article/lifestyle/food-wine/why-surbhi-jyoti-rant-7-pm-evening-tea-chai-addiction-expert-10021314/
91,2025,Indian Express - Lifestyle,91,"Alaya F talks about suffering from ‘constant bloating, terrible fatigue, inflammation’ while undertaking 75 Hard Challenge: ‘Been on antibiotics for over 50 days now’",,,A post shared by ALAYA F (@alayaf),https://indianexpress.com/article/lifestyle/health/alaya-f-sibo-bloating-fatigue-inflammation-75-hard-challenge-antibiotics-over-50-days-expert-10388642/
92,2025,Indian Express - Lifestyle,92,‘I know that you’re all doing it’: Content creator suggests using Q-tips with oil for earwax removal; ENT calls it a dangerous misconception,,,Doctor;physical health,https://indianexpress.com/article/lifestyle/health/content-creator-q-tips-oil-earwax-removal-ent-dangerous-ears-10273016/
93,2025,Indian Express - Lifestyle,93,‘Do not do deep inhalation and tilt your head back’: ENT surgeon demonstrates the ‘correct way’ to use a nasal spray,,,A post shared by Dr. Priyanka Garg (@ent.decoded),https://indianexpress.com/article/lifestyle/health/deep-inhalation-tilt-head-back-ent-surgeon-correct-way-nasal-spray-experts-10383059/
94,2025,Indian Express - Lifestyle,94,"Dietitian shares an easy way to hydrate better, control frequent breaks to pee: ‘When you drink plain water…’; we verify",,,dehydration;drinking water;health risk;Urinary Tract Infection,https://indianexpress.com/article/lifestyle/health/dietitian-infused-water-hydration-pee-urge-expert-10164265/
95,2025,Indian Express - Lifestyle,95,"Masaba Gupta shares ’13-months postpartum’ experience, tries tummy patches for bloating: ‘Want to try ghee next’",,,Designer Masaba Gupta;home remedies;masaba gupta;naturopathy;skincare;skincare tips,https://indianexpress.com/article/lifestyle/health/masaba-gupta-13-month-postpartum-experience-tummy-patches-castor-oil-bloating-expert-10387650/
